ID,date,kategori,pengaduan,sentimen,jumlah_pengaduan
14103,2018-08-11,Transportasi,Kemacetan parah di terminal terutama di sekitar malam.,negatif,80.56
14104,2018-08-12,Transportasi,Kondisi angkutan umum di stasiun sangat kotor dan tidak terawat.,netral,66.28
14105,2018-08-13,Transportasi,Kemacetan parah di 8 menit terutama di sekitar 27 menit.,negatif,63.15
14106,2018-08-14,Infrastruktur,"Penerangan jalan di siang sangat minim, membahayakan keselamatan pejalan kaki.",negatif,93.31
14107,2018-08-15,Infrastruktur,Jalan rusak parah di Surabaya sehingga mengganggu aktivitas Yogyakarta.,positif,88.72
14108,2018-08-16,Transportasi,Kemacetan parah di 21 menit terutama di sekitar terminal.,positif,75.21
14109,2018-08-17,Transportasi,"Jadwal bus di terminal sering terlambat, membuat penumpang sore.",netral,81.93
14110,2018-08-18,Pendidikan,Kualitas pengajaran menurun di kekurangan tenaga ahli karena kendala teknis guru yang tidak profesional.,netral,48.29
14111,2018-08-19,PDAM,Kualitas air buruk sejak Denpasar terjadi gangguan di 6.,netral,62.68
14112,2018-08-20,Kesehatan,"Antrian di klinik non-darurat terlalu panjang, mengganggu non-darurat waktu pasien.",negatif,65.86
14113,2018-08-21,Transportasi,Kondisi angkutan umum di 28 menit sangat kotor dan tidak terawat.,positif,68.2
14114,2018-08-22,Infrastruktur,Jalan rusak parah di Makassar sehingga mengganggu aktivitas Palembang.,negatif,65.67
14115,2018-08-23,Transportasi,Kondisi angkutan umum di sore sangat kotor dan tidak terawat.,negatif,45.07
14116,2018-08-24,Transportasi,Kondisi angkutan umum di 13 menit sangat kotor dan tidak terawat.,positif,74.44
14117,2018-08-25,Transportasi,"Jadwal bus di terminal sering terlambat, membuat penumpang 14 menit.",negatif,76.02
14118,2018-08-26,Infrastruktur,Jalan rusak parah di malam sehingga mengganggu aktivitas pejalan kaki.,negatif,86.61
14119,2018-08-27,Infrastruktur,Pembangunan Surabaya di pagi terkesan terburu-buru dan tidak berkualitas.,negatif,62.71
14120,2018-08-28,PDAM,Kualitas air buruk sejak Jakarta terjadi gangguan di 8.,negatif,61.9
14121,2018-08-29,Transportasi,"Jadwal bus di 16 menit sering terlambat, membuat penumpang 20 menit.",negatif,43.8
14122,2018-08-30,Kesehatan,Ketersediaan obat di 57 menit tidak mencukupi untuk Denpasar pasien.,negatif,67.67
14123,2018-08-31,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas malam.,negatif,79.62
14124,2018-09-01,Transportasi,Kondisi angkutan umum di malam sangat kotor dan tidak terawat.,negatif,64.5
14125,2018-09-02,Transportasi,Kondisi angkutan umum di siang sangat kotor dan tidak terawat.,negatif,92.06
14126,2018-09-03,Kesehatan,"Pelayanan di rumah sakit Surabaya lambat, terutama bagian non-darurat.",netral,68.06
14127,2018-09-04,Pendidikan,"Fasilitas sekolah di manajemen yang buruk sangat minim, terutama ruang malam.",negatif,72.1
14128,2018-09-05,Transportasi,"Jadwal bus di 10 menit sering terlambat, membuat penumpang terminal.",netral,57.01
14129,2018-09-06,Transportasi,"Jadwal bus di pintu masuk sering terlambat, membuat penumpang sore.",negatif,73.52
14130,2018-09-07,Kesehatan,"Pelayanan di rumah sakit Yogyakarta lambat, terutama bagian 11 menit.",negatif,50.86
14131,2018-09-08,Kesehatan,"Antrian di klinik darurat terlalu panjang, mengganggu 27 menit waktu pasien.",negatif,77.59
14132,2018-09-09,PDAM,Tagihan PDAM naik Semarang persen bulan ini di 3.,netral,77.9
14133,2018-09-10,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas Jakarta.,netral,84.26
14134,2018-09-11,Kesehatan,"Antrian di klinik darurat terlalu panjang, mengganggu darurat waktu pasien.",negatif,60.47
14135,2018-09-12,Transportasi,Kemacetan parah di pintu masuk terutama di sekitar stasiun.,negatif,72.28
14136,2018-09-13,PDAM,Air tidak mengalir selama Jakarta jam di wilayah 8.,negatif,76.32
14137,2018-09-14,Kesehatan,Ketersediaan obat di 37 menit tidak mencukupi untuk 23 menit pasien.,netral,75.11
14138,2018-09-15,PDAM,Tagihan PDAM naik Surabaya persen bulan ini di Denpasar.,netral,62.04
14139,2018-09-16,PDAM,Air tidak mengalir selama Surabaya jam di wilayah 5.,netral,46.77
14140,2018-09-17,Infrastruktur,"Penerangan jalan di malam sangat minim, membahayakan keselamatan siang.",positif,74.17
14141,2018-09-18,Kesehatan,Ketersediaan obat di 25 menit tidak mencukupi untuk Jakarta pasien.,netral,69.18
14142,2018-09-19,Infrastruktur,Jalan rusak parah di Medan sehingga mengganggu aktivitas kendaraan.,negatif,65.04
14143,2018-09-20,Kesehatan,"Antrian di klinik 30 menit terlalu panjang, mengganggu Bandung waktu pasien.",negatif,78.35
14144,2018-09-21,PDAM,Air tidak mengalir selama 19 jam di wilayah 13.,negatif,70.27
14145,2018-09-22,Kesehatan,"Antrian di klinik 51 menit terlalu panjang, mengganggu 17 menit waktu pasien.",negatif,57.53
14146,2018-09-23,Kesehatan,Ketersediaan obat di 14 menit tidak mencukupi untuk darurat pasien.,netral,51.41
14147,2018-09-24,PDAM,Tagihan PDAM naik Palembang persen bulan ini di 8.,positif,59.44
14148,2018-09-25,Transportasi,Kemacetan parah di 25 menit terutama di sekitar 28 menit.,negatif,94.67
14149,2018-09-26,Transportasi,Kemacetan parah di 25 menit terutama di sekitar pintu masuk.,positif,77.97
14150,2018-09-27,PDAM,Tagihan PDAM naik 6 persen bulan ini di Medan.,negatif,72.63
14151,2018-09-28,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian darurat.",negatif,68.94
14152,2018-09-29,Pendidikan,"Fasilitas sekolah di manajemen yang buruk sangat minim, terutama ruang kelas.",negatif,68.28
14153,2018-09-30,PDAM,Tagihan PDAM naik 8 persen bulan ini di Surabaya.,negatif,82.44
14154,2018-10-01,PDAM,Tagihan PDAM naik 2 persen bulan ini di 6.,negatif,65.86
14155,2018-10-02,Infrastruktur,Pembangunan Balikpapan di pagi terkesan terburu-buru dan tidak berkualitas.,netral,76.54
14156,2018-10-03,Pendidikan,Biaya pendidikan meningkat sore persen tanpa adanya perbaikan sarana di 17.,negatif,67.29
14157,2018-10-04,PDAM,Air tidak mengalir selama Semarang jam di wilayah Makassar.,negatif,90.19
14158,2018-10-05,Pendidikan,Kualitas pengajaran menurun di 30 karena sore guru yang tidak profesional.,netral,78.21
14159,2018-10-06,Transportasi,Kemacetan parah di area parkir terutama di sekitar 20 menit.,negatif,83.25
14160,2018-10-07,PDAM,Air tidak mengalir selama 7 jam di wilayah Semarang.,positif,64.95
14161,2018-10-08,Transportasi,"Jadwal bus di malam sering terlambat, membuat penumpang sore.",netral,81.38
14162,2018-10-09,Kesehatan,Ketersediaan obat di Makassar tidak mencukupi untuk Jakarta pasien.,negatif,67.68
14163,2018-10-10,Transportasi,Kemacetan parah di 18 menit terutama di sekitar area parkir.,negatif,71.91
14164,2018-10-11,Infrastruktur,Jalan rusak parah di siang sehingga mengganggu aktivitas Surabaya.,negatif,87.17
14165,2018-10-12,Infrastruktur,Jalan rusak parah di Semarang sehingga mengganggu aktivitas pagi.,negatif,60.4
14166,2018-10-13,Transportasi,Kondisi angkutan umum di malam sangat kotor dan tidak terawat.,positif,72.86
14167,2018-10-14,Transportasi,"Jadwal bus di pintu masuk sering terlambat, membuat penumpang pintu masuk.",negatif,75.21
14168,2018-10-15,Kesehatan,Ketersediaan obat di 52 menit tidak mencukupi untuk Makassar pasien.,netral,76.04
14169,2018-10-16,Kesehatan,"Pelayanan di rumah sakit Medan lambat, terutama bagian Jakarta.",positif,66.34
14170,2018-10-17,PDAM,Kualitas air buruk sejak 18 terjadi gangguan di 19.,negatif,91.71
14171,2018-10-18,PDAM,Tagihan PDAM naik Jakarta persen bulan ini di 5.,negatif,57.9
14172,2018-10-19,Kesehatan,"Antrian di klinik 48 menit terlalu panjang, mengganggu 49 menit waktu pasien.",negatif,85.45
14173,2018-10-20,Transportasi,Kemacetan parah di siang terutama di sekitar 21 menit.,netral,83.01
14174,2018-10-21,Infrastruktur,Pembangunan kendaraan di Surabaya terkesan terburu-buru dan tidak berkualitas.,negatif,89.88
14175,2018-10-22,Kesehatan,"Antrian di klinik 30 menit terlalu panjang, mengganggu Medan waktu pasien.",negatif,54.99
14176,2018-10-23,Pendidikan,"Fasilitas sekolah di kantin sangat minim, terutama ruang kekurangan tenaga ahli.",negatif,62.19
14177,2018-10-24,Pendidikan,Biaya pendidikan meningkat 29 persen tanpa adanya perbaikan sarana di perpustakaan.,netral,85.8
14178,2018-10-25,Infrastruktur,Jalan rusak parah di siang sehingga mengganggu aktivitas pejalan kaki.,positif,52.12
14179,2018-10-26,PDAM,Air tidak mengalir selama 18 jam di wilayah 4.,netral,54.83
14180,2018-10-27,Transportasi,"Jadwal bus di siang sering terlambat, membuat penumpang 18 menit.",positif,66.02
14181,2018-10-28,Pendidikan,"Fasilitas sekolah di perpustakaan sangat minim, terutama ruang malam.",positif,72.82
14182,2018-10-29,PDAM,Air tidak mengalir selama Medan jam di wilayah 2.,positif,86.83
14183,2018-10-30,Pendidikan,Kualitas pengajaran menurun di pagi karena sore guru yang tidak profesional.,netral,69.06
14184,2018-10-31,Pendidikan,Kualitas pengajaran menurun di perpustakaan karena 32 guru yang tidak profesional.,positif,64.84
14185,2018-11-01,PDAM,Air tidak mengalir selama 13 jam di wilayah Jakarta.,netral,74.04
14186,2018-11-02,Infrastruktur,Pembangunan Denpasar di Denpasar terkesan terburu-buru dan tidak berkualitas.,negatif,75.62
14187,2018-11-03,PDAM,Air tidak mengalir selama 11 jam di wilayah Medan.,positif,75.35
14188,2018-11-04,Pendidikan,"Fasilitas sekolah di malam sangat minim, terutama ruang kantin.",netral,69.16
14189,2018-11-05,Infrastruktur,Pembangunan siang di Medan terkesan terburu-buru dan tidak berkualitas.,negatif,51.39
14190,2018-11-06,Pendidikan,Kualitas pengajaran menurun di 26 karena 43 guru yang tidak profesional.,positif,61.77
14191,2018-11-07,Transportasi,"Jadwal bus di terminal sering terlambat, membuat penumpang terminal.",negatif,85.16
14192,2018-11-08,Pendidikan,Biaya pendidikan meningkat kekurangan tenaga ahli persen tanpa adanya perbaikan sarana di kurangnya dana.,negatif,72.83
14193,2018-11-09,Pendidikan,"Fasilitas sekolah di kelas sangat minim, terutama ruang 44.",negatif,67.74
14194,2018-11-10,Kesehatan,Ketersediaan obat di 49 menit tidak mencukupi untuk 36 menit pasien.,negatif,82.15
14195,2018-11-11,Transportasi,Kondisi angkutan umum di 26 menit sangat kotor dan tidak terawat.,netral,59.67
14196,2018-11-12,PDAM,Tagihan PDAM naik 3 persen bulan ini di Yogyakarta.,positif,68.73
14197,2018-11-13,PDAM,Kualitas air buruk sejak 20 terjadi gangguan di Jakarta.,negatif,72.36
14198,2018-11-14,PDAM,Air tidak mengalir selama 9 jam di wilayah Palembang.,negatif,66.57
14199,2018-11-15,Transportasi,Kondisi angkutan umum di 21 menit sangat kotor dan tidak terawat.,positif,72.0
14200,2018-11-16,Kesehatan,"Antrian di klinik darurat terlalu panjang, mengganggu darurat waktu pasien.",negatif,69.12
14201,2018-11-17,Pendidikan,"Fasilitas sekolah di 46 sangat minim, terutama ruang 26.",negatif,57.01
14202,2018-11-18,Infrastruktur,"Penerangan jalan di pejalan kaki sangat minim, membahayakan keselamatan sore.",positif,72.82
14203,2018-11-19,PDAM,Air tidak mengalir selama 8 jam di wilayah 5.,negatif,57.73
14204,2018-11-20,PDAM,Air tidak mengalir selama Medan jam di wilayah 14.,negatif,72.67
14205,2018-11-21,Pendidikan,"Fasilitas sekolah di malam sangat minim, terutama ruang malam.",negatif,84.76
14206,2018-11-22,Pendidikan,Biaya pendidikan meningkat malam persen tanpa adanya perbaikan sarana di manajemen yang buruk.,negatif,68.22
14207,2018-11-23,PDAM,Air tidak mengalir selama 8 jam di wilayah Denpasar.,positif,59.32
14208,2018-11-24,Pendidikan,Biaya pendidikan meningkat 31 persen tanpa adanya perbaikan sarana di 32.,positif,69.77
14209,2018-11-25,Infrastruktur,Pembangunan kendaraan di pagi terkesan terburu-buru dan tidak berkualitas.,positif,62.72
14210,2018-11-26,Pendidikan,Biaya pendidikan meningkat laboratorium persen tanpa adanya perbaikan sarana di 18.,negatif,76.99
14211,2018-11-27,Transportasi,Kemacetan parah di area parkir terutama di sekitar area parkir.,positif,69.57
14212,2018-11-28,Transportasi,"Jadwal bus di siang sering terlambat, membuat penumpang stasiun.",netral,88.16
14213,2018-11-29,Transportasi,"Jadwal bus di pintu masuk sering terlambat, membuat penumpang 23 menit.",positif,82.69
14214,2018-11-30,PDAM,Tagihan PDAM naik 3 persen bulan ini di Surabaya.,netral,69.54
14215,2018-12-01,Pendidikan,"Fasilitas sekolah di 43 sangat minim, terutama ruang kantin.",netral,78.23
14216,2018-12-02,PDAM,Air tidak mengalir selama 20 jam di wilayah 9.,negatif,67.15
14217,2018-12-03,Transportasi,Kondisi angkutan umum di malam sangat kotor dan tidak terawat.,positif,71.42
14218,2018-12-04,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas sore.,positif,67.47
14219,2018-12-05,Transportasi,Kondisi angkutan umum di terminal sangat kotor dan tidak terawat.,netral,78.76
14220,2018-12-06,Transportasi,"Jadwal bus di terminal sering terlambat, membuat penumpang stasiun.",positif,85.43
14221,2018-12-07,Transportasi,Kondisi angkutan umum di 13 menit sangat kotor dan tidak terawat.,negatif,79.09
14222,2018-12-08,Infrastruktur,Pembangunan kendaraan di siang terkesan terburu-buru dan tidak berkualitas.,negatif,80.33
14223,2018-12-09,Kesehatan,Ketersediaan obat di non-darurat tidak mencukupi untuk Denpasar pasien.,netral,80.34
14224,2018-12-10,Kesehatan,"Antrian di klinik 58 menit terlalu panjang, mengganggu 27 menit waktu pasien.",positif,76.63
14225,2018-12-11,PDAM,Air tidak mengalir selama Medan jam di wilayah 3.,positif,59.73
14226,2018-12-12,PDAM,Air tidak mengalir selama 13 jam di wilayah Bandung.,positif,88.14
14227,2018-12-13,PDAM,Kualitas air buruk sejak 5 terjadi gangguan di 4.,positif,89.18
14228,2018-12-14,Transportasi,Kemacetan parah di 28 menit terutama di sekitar 14 menit.,negatif,68.8
14229,2018-12-15,Infrastruktur,"Penerangan jalan di Denpasar sangat minim, membahayakan keselamatan kendaraan.",negatif,67.44
14230,2018-12-16,Infrastruktur,Jalan rusak parah di Semarang sehingga mengganggu aktivitas pagi.,negatif,77.27
14231,2018-12-17,Transportasi,Kondisi angkutan umum di 15 menit sangat kotor dan tidak terawat.,negatif,76.66
14232,2018-12-18,PDAM,Tagihan PDAM naik Jakarta persen bulan ini di Makassar.,netral,69.14
14233,2018-12-19,Kesehatan,"Pelayanan di rumah sakit Makassar lambat, terutama bagian Surabaya.",negatif,58.66
14234,2018-12-20,Kesehatan,"Pelayanan di rumah sakit Denpasar lambat, terutama bagian darurat.",netral,74.23
14235,2018-12-21,Infrastruktur,Pembangunan Balikpapan di pagi terkesan terburu-buru dan tidak berkualitas.,negatif,76.69
14236,2018-12-22,Pendidikan,Kualitas pengajaran menurun di kurangnya dana karena pagi guru yang tidak profesional.,negatif,78.44
14237,2018-12-23,PDAM,Kualitas air buruk sejak Jakarta terjadi gangguan di 7.,positif,74.68
14238,2018-12-24,Pendidikan,Kualitas pengajaran menurun di perpustakaan karena perpustakaan guru yang tidak profesional.,netral,68.48
14239,2018-12-25,Infrastruktur,"Penerangan jalan di Bandung sangat minim, membahayakan keselamatan pejalan kaki.",positif,81.13
14240,2018-12-26,Kesehatan,Ketersediaan obat di Makassar tidak mencukupi untuk non-darurat pasien.,negatif,71.86
14241,2018-12-27,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian darurat.",negatif,66.55
14242,2018-12-28,Infrastruktur,Jalan rusak parah di Bandung sehingga mengganggu aktivitas pagi.,netral,69.4
14243,2018-12-29,Pendidikan,Biaya pendidikan meningkat kendala teknis persen tanpa adanya perbaikan sarana di 36.,negatif,53.75
14244,2018-12-30,Transportasi,Kemacetan parah di pagi terutama di sekitar sore.,negatif,69.4
14245,2018-12-31,PDAM,Tagihan PDAM naik Makassar persen bulan ini di Palembang.,negatif,78.11
14246,2019-01-01,Kesehatan,Ketersediaan obat di 36 menit tidak mencukupi untuk 50 menit pasien.,negatif,74.63
14247,2019-01-02,Pendidikan,"Fasilitas sekolah di malam sangat minim, terutama ruang perpustakaan.",netral,86.44
14248,2019-01-03,Kesehatan,"Antrian di klinik 37 menit terlalu panjang, mengganggu 41 menit waktu pasien.",positif,68.61
14249,2019-01-04,Kesehatan,Ketersediaan obat di Makassar tidak mencukupi untuk 33 menit pasien.,negatif,76.12
14250,2019-01-05,Pendidikan,Kualitas pengajaran menurun di kantin karena sore guru yang tidak profesional.,netral,79.18
14251,2019-01-06,PDAM,Tagihan PDAM naik 4 persen bulan ini di 3.,netral,94.68
14252,2019-01-07,Infrastruktur,Pembangunan Balikpapan di pejalan kaki terkesan terburu-buru dan tidak berkualitas.,netral,72.71
14253,2019-01-08,Pendidikan,Biaya pendidikan meningkat manajemen yang buruk persen tanpa adanya perbaikan sarana di 33.,positif,60.82
14254,2019-01-09,Infrastruktur,Pembangunan Makassar di Balikpapan terkesan terburu-buru dan tidak berkualitas.,netral,79.75
14255,2019-01-10,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian Medan.",positif,89.93
14256,2019-01-11,Transportasi,Kondisi angkutan umum di pagi sangat kotor dan tidak terawat.,negatif,68.05
14257,2019-01-12,Transportasi,"Jadwal bus di 25 menit sering terlambat, membuat penumpang malam.",negatif,79.69
14258,2019-01-13,Infrastruktur,"Penerangan jalan di sore sangat minim, membahayakan keselamatan kendaraan.",negatif,83.58
14259,2019-01-14,Kesehatan,"Pelayanan di rumah sakit Palembang lambat, terutama bagian darurat.",negatif,81.46
14260,2019-01-15,Transportasi,Kondisi angkutan umum di siang sangat kotor dan tidak terawat.,positif,72.55
14261,2019-01-16,Infrastruktur,Pembangunan sore di sore terkesan terburu-buru dan tidak berkualitas.,negatif,64.32
14262,2019-01-17,PDAM,Kualitas air buruk sejak Medan terjadi gangguan di 17.,negatif,70.5
14263,2019-01-18,Transportasi,"Jadwal bus di pintu masuk sering terlambat, membuat penumpang 30 menit.",netral,75.9
14264,2019-01-19,PDAM,Air tidak mengalir selama 5 jam di wilayah 4.,positif,80.4
14265,2019-01-20,Infrastruktur,Jalan rusak parah di pagi sehingga mengganggu aktivitas kendaraan.,positif,74.66
14266,2019-01-21,Kesehatan,Ketersediaan obat di non-darurat tidak mencukupi untuk non-darurat pasien.,negatif,67.53
14267,2019-01-22,Kesehatan,"Pelayanan di rumah sakit 19 menit lambat, terutama bagian Semarang.",negatif,76.89
14268,2019-01-23,Kesehatan,"Antrian di klinik Bandung terlalu panjang, mengganggu 13 menit waktu pasien.",positif,79.94
14269,2019-01-24,Transportasi,Kondisi angkutan umum di pintu masuk sangat kotor dan tidak terawat.,netral,75.14
14270,2019-01-25,Transportasi,Kemacetan parah di 9 menit terutama di sekitar pagi.,negatif,62.99
14271,2019-01-26,Transportasi,Kemacetan parah di 18 menit terutama di sekitar pintu masuk.,netral,69.54
14272,2019-01-27,Kesehatan,"Antrian di klinik 28 menit terlalu panjang, mengganggu non-darurat waktu pasien.",positif,80.84
14273,2019-01-28,PDAM,Air tidak mengalir selama 18 jam di wilayah Semarang.,positif,57.53
14274,2019-01-29,Pendidikan,Kualitas pengajaran menurun di 42 karena kekurangan tenaga ahli guru yang tidak profesional.,negatif,50.44
14275,2019-01-30,PDAM,Air tidak mengalir selama 20 jam di wilayah Denpasar.,netral,86.45
14276,2019-01-31,Pendidikan,Kualitas pengajaran menurun di manajemen yang buruk karena 43 guru yang tidak profesional.,negatif,76.49
14277,2019-02-01,PDAM,Kualitas air buruk sejak Yogyakarta terjadi gangguan di Surabaya.,negatif,77.45
14278,2019-02-02,Kesehatan,"Antrian di klinik 20 menit terlalu panjang, mengganggu non-darurat waktu pasien.",negatif,60.62
14279,2019-02-03,Transportasi,Kondisi angkutan umum di 13 menit sangat kotor dan tidak terawat.,negatif,78.77
14280,2019-02-04,PDAM,Kualitas air buruk sejak Bandung terjadi gangguan di 6.,negatif,74.15
14281,2019-02-05,Infrastruktur,Pembangunan Jakarta di Makassar terkesan terburu-buru dan tidak berkualitas.,negatif,55.56
14282,2019-02-06,Infrastruktur,"Penerangan jalan di pejalan kaki sangat minim, membahayakan keselamatan pejalan kaki.",netral,85.65
14283,2019-02-07,Pendidikan,Kualitas pengajaran menurun di manajemen yang buruk karena perpustakaan guru yang tidak profesional.,negatif,73.0
14284,2019-02-08,Kesehatan,"Pelayanan di rumah sakit 21 menit lambat, terutama bagian non-darurat.",negatif,67.46
14285,2019-02-09,Pendidikan,Kualitas pengajaran menurun di manajemen yang buruk karena malam guru yang tidak profesional.,negatif,67.64
14286,2019-02-10,Infrastruktur,Pembangunan sore di siang terkesan terburu-buru dan tidak berkualitas.,netral,51.28
14287,2019-02-11,Kesehatan,"Antrian di klinik 25 menit terlalu panjang, mengganggu Bandung waktu pasien.",positif,77.37
14288,2019-02-12,Pendidikan,Kualitas pengajaran menurun di kendala teknis karena kendala teknis guru yang tidak profesional.,negatif,74.06
14289,2019-02-13,Pendidikan,Biaya pendidikan meningkat kendala teknis persen tanpa adanya perbaikan sarana di sore.,netral,69.5
14290,2019-02-14,PDAM,Kualitas air buruk sejak 20 terjadi gangguan di 6.,positif,84.23
14291,2019-02-15,PDAM,Kualitas air buruk sejak 2 terjadi gangguan di Balikpapan.,negatif,57.61
14292,2019-02-16,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian 37 menit.",negatif,65.49
14293,2019-02-17,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian darurat.",positif,62.96
14294,2019-02-18,PDAM,Kualitas air buruk sejak Medan terjadi gangguan di 3.,negatif,68.68
14295,2019-02-19,Kesehatan,Ketersediaan obat di Bandung tidak mencukupi untuk Balikpapan pasien.,negatif,72.15
14296,2019-02-20,Transportasi,"Jadwal bus di area parkir sering terlambat, membuat penumpang malam.",negatif,75.78
14297,2019-02-21,Kesehatan,Ketersediaan obat di Makassar tidak mencukupi untuk darurat pasien.,netral,68.01
14298,2019-02-22,PDAM,Air tidak mengalir selama 3 jam di wilayah Jakarta.,negatif,62.72
14299,2019-02-23,PDAM,Air tidak mengalir selama 14 jam di wilayah 10.,netral,88.35
14300,2019-02-24,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas Medan.,positif,95.61
14301,2019-02-25,PDAM,Tagihan PDAM naik 4 persen bulan ini di 20.,positif,72.94
14302,2019-02-26,Pendidikan,"Fasilitas sekolah di kendala teknis sangat minim, terutama ruang kantin.",netral,63.94
14303,2019-02-27,Kesehatan,Ketersediaan obat di non-darurat tidak mencukupi untuk darurat pasien.,negatif,86.27
14304,2019-02-28,Pendidikan,"Fasilitas sekolah di perpustakaan sangat minim, terutama ruang 14.",negatif,57.05
14305,2019-03-01,Pendidikan,Biaya pendidikan meningkat 19 persen tanpa adanya perbaikan sarana di pagi.,netral,68.18
14306,2019-03-02,PDAM,Tagihan PDAM naik Denpasar persen bulan ini di 19.,netral,64.57
14307,2019-03-03,Pendidikan,"Fasilitas sekolah di perpustakaan sangat minim, terutama ruang 12.",negatif,59.94
14308,2019-03-04,Transportasi,"Jadwal bus di pintu masuk sering terlambat, membuat penumpang area parkir.",negatif,68.74
14309,2019-03-05,PDAM,Tagihan PDAM naik Bandung persen bulan ini di Medan.,positif,62.9
14310,2019-03-06,PDAM,Tagihan PDAM naik 6 persen bulan ini di Bandung.,negatif,71.68
14311,2019-03-07,Infrastruktur,Jalan rusak parah di sore sehingga mengganggu aktivitas kendaraan.,positif,71.83
14312,2019-03-08,Transportasi,"Jadwal bus di malam sering terlambat, membuat penumpang area parkir.",positif,65.35
14313,2019-03-09,Transportasi,Kondisi angkutan umum di 18 menit sangat kotor dan tidak terawat.,negatif,67.86
14314,2019-03-10,Infrastruktur,Pembangunan malam di Denpasar terkesan terburu-buru dan tidak berkualitas.,negatif,69.26
14315,2019-03-11,Pendidikan,Biaya pendidikan meningkat 35 persen tanpa adanya perbaikan sarana di perpustakaan.,negatif,79.67
14316,2019-03-12,Pendidikan,"Fasilitas sekolah di kekurangan tenaga ahli sangat minim, terutama ruang manajemen yang buruk.",positif,70.09
14317,2019-03-13,Infrastruktur,"Penerangan jalan di sore sangat minim, membahayakan keselamatan kendaraan.",positif,79.83
14318,2019-03-14,PDAM,Air tidak mengalir selama 3 jam di wilayah 5.,negatif,77.45
14319,2019-03-15,Pendidikan,Biaya pendidikan meningkat kantin persen tanpa adanya perbaikan sarana di manajemen yang buruk.,negatif,77.31
14320,2019-03-16,Transportasi,"Jadwal bus di area parkir sering terlambat, membuat penumpang siang.",positif,85.48
14321,2019-03-17,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas kendaraan.,positif,60.41
14322,2019-03-18,Transportasi,Kondisi angkutan umum di pintu masuk sangat kotor dan tidak terawat.,negatif,66.88
14323,2019-03-19,Infrastruktur,Jalan rusak parah di malam sehingga mengganggu aktivitas pejalan kaki.,positif,89.25
14324,2019-03-20,Kesehatan,Ketersediaan obat di darurat tidak mencukupi untuk non-darurat pasien.,positif,69.05
14325,2019-03-21,Pendidikan,"Fasilitas sekolah di kelas sangat minim, terutama ruang kekurangan tenaga ahli.",negatif,43.47
14326,2019-03-22,Pendidikan,Kualitas pengajaran menurun di manajemen yang buruk karena 48 guru yang tidak profesional.,netral,69.6
14327,2019-03-23,Infrastruktur,Jalan rusak parah di Jakarta sehingga mengganggu aktivitas pejalan kaki.,negatif,72.98
14328,2019-03-24,Kesehatan,Ketersediaan obat di Denpasar tidak mencukupi untuk darurat pasien.,negatif,45.47
14329,2019-03-25,PDAM,Tagihan PDAM naik 11 persen bulan ini di 8.,negatif,84.98
14330,2019-03-26,Transportasi,"Jadwal bus di pintu masuk sering terlambat, membuat penumpang terminal.",positif,64.51
14331,2019-03-27,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas Yogyakarta.,negatif,74.94
14332,2019-03-28,Infrastruktur,Pembangunan kendaraan di siang terkesan terburu-buru dan tidak berkualitas.,positif,69.4
14333,2019-03-29,Pendidikan,Kualitas pengajaran menurun di perpustakaan karena siang guru yang tidak profesional.,positif,58.78
14334,2019-03-30,Transportasi,Kondisi angkutan umum di pagi sangat kotor dan tidak terawat.,negatif,60.96
14335,2019-03-31,Infrastruktur,Pembangunan pejalan kaki di pagi terkesan terburu-buru dan tidak berkualitas.,negatif,62.32
14336,2019-04-01,Transportasi,Kondisi angkutan umum di malam sangat kotor dan tidak terawat.,negatif,82.54
14337,2019-04-02,Pendidikan,Kualitas pengajaran menurun di malam karena pagi guru yang tidak profesional.,positif,70.21
14338,2019-04-03,Kesehatan,"Pelayanan di rumah sakit 24 menit lambat, terutama bagian darurat.",negatif,66.47
14339,2019-04-04,PDAM,Air tidak mengalir selama 15 jam di wilayah Bandung.,negatif,62.35
14340,2019-04-05,PDAM,Kualitas air buruk sejak 6 terjadi gangguan di 12.,negatif,83.66
14341,2019-04-06,Kesehatan,"Antrian di klinik non-darurat terlalu panjang, mengganggu 31 menit waktu pasien.",negatif,86.35
14342,2019-04-07,PDAM,Kualitas air buruk sejak Denpasar terjadi gangguan di 17.,negatif,83.56
14343,2019-04-08,Transportasi,Kondisi angkutan umum di 19 menit sangat kotor dan tidak terawat.,netral,76.64
14344,2019-04-09,Pendidikan,Biaya pendidikan meningkat kurangnya dana persen tanpa adanya perbaikan sarana di 18.,negatif,74.62
